"the_geom","borocode","boroname","borocd","coundist","assemdist","stsendist","congdist","category","nearest_add","on_street","from_street","to_street","side_of_st","installation_date","asset_id","asset_subtype","latitude","longitude","siteid","ntaname","femafldz","femafldt","hrcevac"
"POINT (-74.03179454955173 40.61191176474723)","3","Brooklyn","310","47","46","23","11",,"9941 Ft. Hamilton Parkway","Fort Hamilton Parkway","101 Street","92 Street","E","2023-01-28T00:00:00.000","Color: Silver (BB1-2023-1504)","BACKED 1.0","40.61192","-74.031796","SEAT.2023.0008","Bay Ridge","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.9173935483516 40.84020165945154)","2","Bronx","204","16","77","32","15",,"1 E 170th Street","E 170 Street","Townsend Avenue","Jerome Avenue","N","2017-02-04T00:00:00.000","Color: Silver (BL2-2017-0019)","BACKLESS 2.0","40.84020994","-73.91739498","SEAT.2017.0019","Mount Eden-Claremont (West)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.76670662908866 40.70299773720373)","4","Queens","412","27","33","14","5",,"109-30 Farmers Boulevard","Farmers Boulevard","Liberty Avenue","Farmers Boulevard","W","2025-02-28T00:00:00.000","Color: Leaning Bar ()","LEANING BAR","40.703006","-73.766708","SEAT.2024.0592","St. Albans","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.99430055770026 40.681225749505636)","3","Brooklyn","306","39","52","26","10",,"320 Smith Street","Smith Street","President Street","Union Street","W","2025-02-18T00:00:00.000","Color: Black ()","BACKED 2.0","40.681234","-73.994302","SEAT.2024.0301","Carroll Gardens-Cobble Hill-Gowanus-Red Hook","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.87497418438457 40.87272849048456)","2","Bronx","207","11","80","33","15",,"3170 Webster Avenue","Webster Avenue","E 204 Street","E 205 Street","E","2014-03-19T00:00:00.000","Color: Black ()","BACKLESS 2.0","40.87273678","-73.8749756","SEAT.2014.0065","Norwood","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-74.06829853934335 40.59257976936301)","5","Staten Island","502","50","64","23","11",,"276 Sand Lane","Sand Lane","Olympia Boulevard","Quincy Avenue","W","2023-02-02T00:00:00.000","Color: Silver (BL1-2023-0064)","BACKLESS 1.0","40.592588","-74.0683","SEAT.2023.0023","Grasmere-Arrochar-South Beach-Dongan Hills","AE",,"1"
"POINT (-73.91577958428033 40.655582751539384)","3","Brooklyn","317","41","58","19","9",,"9523 Church Avenue","Church Avenue","E 96 Street","E 95 Street","N","2025-05-06T00:00:00.000","Color: Black ()","BACKLESS 2.0","40.655591","-73.915781","SEAT.2024.0252","East Flatbush-Remsen Village","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-74.03130854918511 40.62341176216511)","3","Brooklyn","310","47","46","26","11",,"8602 3 Avenue","86 Street","Ridge Boulevard","3 Avenue","S","2025-05-15T00:00:00.000","Color: Black ()","BACKLESS 2.0","40.62342","-74.03131","SEAT.2024.0114","Bay Ridge","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.90694858720182 40.655210751301794)","3","Brooklyn","316","42","60","19","8",,"1441 Linden Boulevard","Rockaway Avenue","Linden Boulevard","Hegeman Avenue","E","2025-04-09T00:00:00.000","Color: Black ()","BACKLESS 2.0","40.655219","-73.90695","SEAT.2024.0102","Brownsville","X","AREA OF MINIMAL FLOOD HAZARD","4"
"POINT (-73.95174315876538 40.663939288481004)","3","Brooklyn","309","35","43","20","9",,"315 Empire Boulevard","Empire Boulevard","Rogers Avenue","Nostrand Avenue","N","2015-10-01T00:00:00.000","Color: Silver (BB1-2015-1738)","BACKED 1.0","40.66394754","-73.95174459","SEAT.2015.0175","Crown Heights (South)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.92671339205091 40.66545785992979)","3","Brooklyn","308","41","55","20","9",,"1090 East New York Avenue","East New York Avenue","Buffalo Avenue","Rochester Avenue","N","2015-01-09T00:00:00.000","Color: Silver (BL1-2015-1256)","BACKLESS 1.0","40.66546611","-73.92671481","SEAT.2015.0025","Lincoln Terrace Park","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.91204757325315 40.84823971385568)","2","Bronx","205","14","77","31","15",,"1776 Jerome Avenue","Jerome Avenue","E 177 Street","Featherbed Lane","W","2023-10-12T00:00:00.000","Color: Black (BL2-2023-1099)","BACKLESS 2.0","40.848248","-73.912049","SEAT.2023.0187","University Heights (South)-Morris Heights","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.98092511437684 40.680258326115585)","3","Brooklyn","306","39","52","26","10",,"610 Baltic Street","4 Avenue & Butler Street","4 Avenue","5 Avenue",,"2014-01-08T00:00:00.000","Color: Silver (BB1-2014-1159)","BACKED 1.0","40.68026658","-73.98092655","SEAT.2014.0006","Park Slope","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.98474356699144 40.57683976994903)","3","Brooklyn","313","47","46","23","8",,"1627 Mermaid Avenue","W 17 Street","Neptune Avenue","Mermaid Avenue","E","2020-04-10T00:00:00.000","Color: Silver ()","BACKED 2.0","40.576848","-73.984745","SEAT.2024.0204","Coney Island-Sea Gate","AE",,"1"
"POINT (-73.77197154879889 40.765612053504746)","4","Queens","411","19","26","16","3",,"38-33 Bell Boulevard","Bell Boulevard","39 Avenue","38 Avenue","E","2013-01-28T00:00:00.000","Color: Silver (BB1-2013-0351)","BACKED 1.0","40.76562033","-73.77197293","SEAT.2013.0064","Bayside","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.95987556621196 40.7157347412479)","3","Brooklyn","301","34","50","59","7",,"247 Bedford Avenue","Bedford Avenue","N 3 Street","N 4 Street","E","2025-02-20T00:00:00.000","Color: Black ()","BACKLESS 2.0","40.715743","-73.959877","SEAT.2024.0196","Williamsburg","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.91695489687321 40.68235687872047)","3","Brooklyn","316","41","55","25","8",,"121 Saratoga Avenue","Saratoga Avenue","Chauncey Street","Bainbridge Street",,"2014-12-31T00:00:00.000","Color: Silver (BB1-2014-1956)","BACKED 1.0","40.68236513","-73.91695632","SEAT.2014.0426","Ocean Hill","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.84397361220537 40.85786526395608)","2","Bronx","211","13","80","34","14",,"1473 Pelham Parkway North","Pelham Parkaway","Eastchester Road","Seymour Avenue","N","1900-01-01T00:00:00.000","Color: Leaning Bar (LB-Unkn-021)","LEANING BAR","40.85787355","-73.84397502","SEAT.1900.0006","Morris Park","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.91303556255093 40.82403277739691)","2","Bronx","203","17","79","32","15",,"421 E 161 Street","161 Street","Melrose Avenue","Elton Avenue","N","2016-06-08T00:00:00.000","Color: Silver (BB1-2016-2163)","BACKED 1.0","40.82404106","-73.91303699","SEAT.2016.0081","Morrisania","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.90089357613648 40.85633871196772)","2","Bronx","205","14","86","33","15",,"2235 Grand Concourse","Grand Concourse","E 183 Street","E 182 Street","W","2023-04-01T00:00:00.000","Color: Silver (BB2-2023-1175)","BACKED 2.0","40.856347","-73.900895","SEAT.2023.0899","Fordham Heights","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-74.00147693239437 40.67995924211351)","3","Brooklyn","306","39","52","26","10",,"610 Henry Street","Henry Street","Rapelye Street","3 Place","W","2014-07-29T00:00:00.000","Color: Silver (BB1-2014-1222)","BACKED 1.0","40.67996749","-74.00147838","SEAT.2014.0217","Carroll Gardens-Cobble Hill-Gowanus-Red Hook","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.90126982910236 40.819432956992095)","2","Bronx","202","17","85","32","14",,"840 Westchester Avenue","Longwood Avenue","Longwood Avenue","Hewitt Place","N","2013-09-11T00:00:00.000","Color: Silver (BB1-2013-0682)","BACKED 1.0","40.81944124","-73.90127125","SEAT.2013.0401","Longwood","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.88414071232012 40.67792132975168)","3","Brooklyn","305","37","54","19","7",,"343 Cleveland Street","Atlantic Avenue","Elton Street","Cleveland Street","S","2013-12-13T00:00:00.000","Color: Silver (BB1-2013-1360)","BACKED 1.0","40.67792958","-73.88414212","SEAT.2013.0536","Cypress Hills","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.99619555200643 40.763843733068605)","1","Manhattan","104","3","67","47","12",,"639 11 Avenue","11 Avenue","W 47 Street","W 46 Street","W","2022-05-27T00:00:00.000","Color: Leaning Bar (LB-EMP2020-0027)","LEANING BAR","40.763852","-73.996197","SEAT.2022.0008","Hell's Kitchen","X","AREA OF MINIMAL FLOOD HAZARD","2"
"POINT (-74.10803742493479 40.57195174904673)","5","Staten Island","502","50","64","24","11",,"2424 Hylan Boulevard","Hylan Boulevard","Locust Avenue","Jacques Avenue","E","2016-12-27T00:00:00.000","Color: Silver (BB1-2016-2339)","BACKED 1.0","40.57195997","-74.1080389","SEAT.2016.0214","New Dorp-Midland Beach","X","AREA OF MINIMAL FLOOD HAZARD","3"
"POINT (-73.80705167240795 40.70059451712546)","4","Queens","412","27","32","14","5",,"147-14 Archer Avenue","Archer Avenue","Sutphin Boulevard","150 Street","S","2023-10-11T00:00:00.000","Color: Black (BL2-2023-1956)","BACKLESS 2.0","40.70060278","-73.80705306","SEAT.2023.0139","Jamaica","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.89745940963506 40.86733615312293)","2","Bronx","207","14","78","31","13",,"2642 Jerome Avenue","Jerome Avenue","E 193 Street","E Kingsbridge Road","E","2023-11-30T00:00:00.000","Color: Black (BL2-2023-1886)","BACKLESS 2.0","40.86734444","-73.89746083","SEAT.2023.0131","University Heights (North)-Fordham","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.96821762051677 40.68391590978019)","3","Brooklyn","302","35","57","25","8",,"883 Fulton Street","Fulton Street","Vanderbilt Avenue","Gates Avenue","N","2012-07-25T00:00:00.000","Color: Silver (BB1-2012-0123)","BACKED 1.0","40.68392416","-73.96821906","SEAT.2012.0093","Clinton Hill","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.99975037268958 40.60281974893536)","3","Brooklyn","311","43","47","17","11",,"2001 Benson Avenue","Benson Avenue","Benson Avenue","86 Street",,"2018-01-17T00:00:00.000","Color: Silver (BB2-2018-0393)","BACKED 2.0","40.60282798","-73.99975181","SEAT.2018.0035","Bensonhurst","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.95538656108397 40.814770721990634)","1","Manhattan","109","7","70","30","13",,"503 W 126 Street","Amsterdam Avenue","W 129 Street","W 126 Street","W","2023-09-20T00:00:00.000","Color: Black (BL2-2023-1368)","BACKLESS 2.0","40.814779","-73.955388","SEAT.2023.0804","Manhattanville-West Harlem","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.93016763875585 40.688054548998096)","3","Brooklyn","303","36","56","25","8",,"150 Malcolm X Blvd","Malcolm X Boulevard","Gates Avenue","Monroe Street","W","2018-01-23T00:00:00.000","Color: Silver (BB2-2018-0343)","BACKED 2.0","40.6880628","-73.93016906","SEAT.2018.0042","Bedford-Stuyvesant (East)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.75329963955839 40.60328475631639)","4","Queens","414","31","31","10","5",,"10-31 Beach 20th Street","Plaza","Beach 20 Street","Beach 21 Street",,"2015-12-09T00:00:00.000","Color: Silver (BB1-2015-1859)","BACKED 1.0","40.603293","-73.753301","SEAT.2015.0205","Far Rockaway-Bayswater","X","AREA OF MINIMAL FLOOD HAZARD","1"
"POINT (-73.95648756115337 40.81326572207729)","1","Manhattan","109","7","69","30","13",,"1330 Amsterdam Avenue","Amsterdam Avenue","W 125 Street","La Salle Street","W","2025-10-17T00:00:00.000","Color: Black ()","BACKLESS 2.0","40.813274","-73.956489","SEAT.2025.0669","Morningside Heights","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.9968673812184 40.59882843723566)","3","Brooklyn","311","43","47","17","11",,"8747 Bay Parkway","Bay Parkway","Bath Avenue","Benson Avenue","E","2018-09-21T00:00:00.000","Color: Silver (BL2-Unkn-03)","BACKLESS 2.0","40.59883667","-73.99686882","SEAT.2018.0200","Gravesend (West)","X","AREA OF MINIMAL FLOOD HAZARD","4"
"POINT (-73.94091597544123 40.83419305867885)","1","Manhattan","112","10","72","31","13",,"2003 Amsterdam Avenue","Amsterdam Avenue","159 Street","160 Street",,"2014-01-15T00:00:00.000","Color: Silver (BB1-2014-1357)","BACKED 1.0","40.83420134","-73.94091741","SEAT.2014.0023","Washington Heights (South)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.89469924755312 40.72639222748645)","4","Queens","405","30","30","12","6",,"69-23 Grand Avenue","Grand Avenue","69 Place","69 Street","W","2013-04-16T00:00:00.000","Color: Silver (BL1-2013-0588)","BACKLESS 1.0","40.72640049","-73.89470066","SEAT.2013.0218","Maspeth","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.9791715620911 40.683450748189316)","3","Brooklyn","302","33","52","26","10",,"44 4 Avenue","4 Avenue","Pacific Street","Dean Street","W","2023-09-26T00:00:00.000","Color: Black (BL2-2023-1097)","BACKLESS 2.0","40.683459","-73.979173","SEAT.2023.0764","Downtown Brooklyn-DUMBO-Boerum Hill","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.75315963904154 40.60283675672197)","4","Queens","414","31","23","10","5",,"10-18 Beach 20 Street","Beach 20 Street","Mott Avenue","Cornaga Avenue","E","2022-11-01T00:00:00.000","Color: Silver (BB2-2023-1631)","BACKED 2.0","40.602845","-73.753161","SEAT.2022.0064","Far Rockaway-Bayswater","X","AREA OF MINIMAL FLOOD HAZARD","1"
"POINT (-73.99509255643821 40.69033774735918)","3","Brooklyn","306","39","52","26","10",,"142 Atlantic Avenue","Atlantic Avenue","Henry Street","Clinton Street","S","2025-05-31T00:00:00.000","Color: Black ()","BACKED 2.0","40.690346","-73.995094","SEAT.2023.0028","Carroll Gardens-Cobble Hill-Gowanus-Red Hook","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.77011749340114 40.7602210539129)","4","Queens","411","19","26","16","6",,"213-03 Northern Boulevard","Northern Boulevard","Bell Boulevard","213 Street",,"2016-07-07T00:00:00.000","Color: Silver (BB1-2016-0806)","BACKED 1.0","40.76022933","-73.77011887","SEAT.2016.0105","Bayside","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.82937761538456 40.58120176338338)","4","Queens","414","32","23","10","5",,,"Beach 108 Street","Shore Front Parkway","Rockaway Beach Boulevard","median","2023-05-01T00:00:00.000","Color: Silver (BB2-2023-1221)","BACKED 2.0","40.58121","-73.829379","SEAT.2023.0387","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","X","AREA OF MINIMAL FLOOD HAZARD","1"
"POINT (-73.95396196436394 40.706953507150814)","3","Brooklyn","301","34","50","18","7",,"402 Broadway","Broadway","Hooper Street","Hewes Street","S","2019-03-05T00:00:00.000","Color: Silver (BL2-2019-0235)","BACKLESS 2.0","40.70696176","-73.9539634","SEAT.2019.0047","South Williamsburg","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.95647156435116 40.76387073215763)","1","Manhattan","108","5","76","28","12",,"430 E 67 Street","E 67 Street","York Avenue","1 Avenue","N","2026-01-16T00:00:00.000","Color: Leaning Bar ()","LEANING BAR","40.763879","-73.956473","SEAT.2025.0691","Upper East Side-Lenox Hill-Roosevelt Island","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.8887236369651 40.74920903272435)","4","Queens","403","25","39","13","14",,"77-02 37 Avenue","37 Avenue","77 Street","78 Street",,"2013-06-18T00:00:00.000","Color: Silver (BB1-Unkn-08)","BACKED 1.0","40.7492173","-73.88872505","SEAT.2013.0292","Jackson Heights","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-74.03210254916324 40.621177762068314)","3","Brooklyn","310","47","46","26","11",,"8906 3 Avenue","3 Avenue","89 Street","90 Street","W","2025-09-22T00:00:00.000","Color: Black ()","BACKLESS 2.0","40.621186","-74.032104","SEAT.2025.0578","Bay Ridge","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.93577485080054 40.8463081018457)","1","Manhattan","112","10","72","31","13",,"1326 St. Nicholas Avenue","St. Nicholas Avenue","176 Street","177 Street","E","2015-01-20T00:00:00.000","Color: Silver (BL1-2015-1668)","BACKLESS 1.0","40.84631639","-73.93577628","SEAT.2015.0047","Washington Heights (South)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.9820948064796 40.73172283204559)","1","Manhattan","106","4","74","59","12",,"1 Avenue","1 Avenue","E 14 Street","E 16 Street","E","2012-10-25T00:00:00.000","Color: Silver (BB1-2012-0279)","BACKED 1.0","40.73173109","-73.98209625","SEAT.2012.0191","Stuyvesant Town-Peter Cooper Village","X","AREA OF MINIMAL FLOOD HAZARD","4"
"POINT (-73.80081127369496 40.72283628241219)","4","Queens","408","24","25","16","6",,"167-01 Union Turnpike","Union Turnpike","167 Street","168 Street",,"2016-07-12T00:00:00.000","Color: Silver (BB1-2016-0385)","BACKED 1.0","40.72284455","-73.80081266","SEAT.2016.0116","Pomonok-Electchester-Hillcrest","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-74.13525091725423 40.62532722066444)","5","Staten Island","501","50","61","24","11",,"1378 Forest Avenue","Forest Avenue","Veltman Avenue","Burnside Avenue","E","2014-03-25T00:00:00.000","Color: Silver (BB1-2014-0634)","BACKED 1.0","40.62533546","-74.1352524","SEAT.2014.0070","Westerleigh-Castleton Corners","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.88072997053993 40.74151783253944)","4","Queens","404","25","30","12","6",,"82-66 Broadway","Broadway","45 Avenue","Whitney Avenue","W","2016-05-25T00:00:00.000","Color: Silver (BL1-2016-1973)","BACKLESS 1.0","40.7415261","-73.88073138","SEAT.2016.0054","Elmhurst","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.90703158531514 40.669926748428196)","3","Brooklyn","316","41","55","25","8",,"372 Mother Gaston Boulevard","Mother Gaston Boulevard","Pitkin Avenue","Belmont Avenue","W","2023-11-30T00:00:00.000","Color: Black (BL2-2023-1243)","BACKLESS 2.0","40.669935","-73.907033","SEAT.2023.0844","Brownsville","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.939166574826 40.67556174882893)","3","Brooklyn","308","36","56","20","9",,"142 Albany Avenue","Bergen Street","Albany Avenue","Revere Place","N","2025-03-25T00:00:00.000","Color: Black ()","BACKLESS 2.0","40.67557","-73.939168","SEAT.2024.0091","Crown Heights (North)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.88651985344255 40.75532839833641)","4","Queens","403","25","34","13","14",,"80-24 Northern Boulevard","Northern Boulevard","80 Street","81 Street",,"2013-09-25T00:00:00.000","Color: Silver (BB1-2013-0734)","BACKED 1.0","40.75533667","-73.88652127","SEAT.2013.0433","Jackson Heights","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.90032257815228 40.83408571605369)","2","Bronx","203","16","79","32","15",,"1397 Franklin Avenue","Franklin Avenue","E 170 Street","E 169 Street","W","2025-06-10T00:00:00.000","Color: Black ()","BACKED 2.0","40.834094","-73.900324","SEAT.2025.0052","Morrisania","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.99451282342396 40.71428036718052)","1","Manhattan","103","1","65","27","10",,"88 East Broadway","Division Street","Forsyth Street","Market Street","N","2014-07-25T00:00:00.000","Color: Silver (BL1-2014-0799)","BACKLESS 1.0","40.71428862","-73.99451427","SEAT.2014.0201","Chinatown-Two Bridges","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.92668857489406 40.75219673270638)","4","Queens","401","26","36","59","7",,"3702 37 Street","Northern Boulevard","37 Street","36 Street","N","2025-05-23T00:00:00.000","Color: Black ()","BACKED 2.0","40.752205","-73.92669","SEAT.2025.0168","Queensbridge-Ravenswood-Dutch Kills","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.83253660319583 40.76907172610513)","4","Queens","407","20","40","16","6",,"31-6 Linden Place","Linden Place","31 Road","32 Avenue","W","2023-05-05T00:00:00.000","Color: Black (BB2-2023-1461)","BACKED 2.0","40.76908","-73.832538","SEAT.2023.0083","Flushing-Willets Point","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","3"
"POINT (-73.87819556420321 40.73953213971888)","4","Queens","404","25","30","12","6",,"84-20 Broadway","Broadway","St. James Avenue","Corona Avenue","S","2015-02-02T00:00:00.000","Color: Silver (BB1-2015-1440)","BACKED 1.0","40.73954041","-73.87819697","SEAT.2015.0079","Elmhurst","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.91784157203114 40.840383715263)","2","Bronx","204","16","84","32","15",,"19 W 170 Street","W 170 Street","Jerome Avenue","Plaza Drive","N","2023-08-16T00:00:00.000","Color: Black (BL2-2023-1960)","BACKLESS 2.0","40.840392","-73.917843","SEAT.2023.0717","Mount Eden-Claremont (West)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.97412055983666 40.7510767346545)","1","Manhattan","106","4","73","59","12",,"675 3 Avenue","3 Avenue","42 Street","43 Street","E","2023-08-12T00:00:00.000","Color: Black (BL2-2023-1836)","BACKLESS 2.0","40.751085","-73.974122","SEAT.2023.0528","Murray Hill-Kips Bay","X","AREA OF MINIMAL FLOOD HAZARD","X"
